,word,count
7707,lugar..,1
7708,24horas!,1
7709,cuidem!..,1
7710,aleatorias,1
7711,lobo,1
7712,porq,1
7713,pude..,1
7714,encontra?''''vamos!''o,1
7715,#quarentena.entao,1
7716,@deeb,1
7717,menosprezar,1
7718,gastan..,1
7719,estilo..,1
7720,encontro:#fiqueemcasa,1
7721,abril?,1
7722,aux..,1
7723,"favor,..",1
7724,tarifas,1
7725,vc..,1
7726,gratis!,1
7727,louco!!!!!,1
7728,coronavirus...#covid2019,1
7729,interditado,1
7730,@rihanna,1
7731,conscientizacao!!,1
7732,conseguiu,1
7733,nos:,1
7734,#tardefeliz,1
7735,irmas,1
7736,praia??#covid?19,1
7737,#stayinhome,1
7738,enqu..,1
7739,hoje?#porqueoamorpropriovemprimeirose,1
7740,situacao????????????????????????#coronavirusnobrasil,1
7741,#pacotequarentena,1
7742,barulhaco,1
7743,chata???aproveitaaaaa,1
7744,economica,1
7745,tecnologia!,1
7746,quarenta??vida,1
7747,#loveofmylife,1
7748,lidos!?..,1
7749,gastos!quarta-feira,1
7750,?????os..,1
7751,pascoa,1
7752,estranhas..,1
7753,'''ouvir,1
7754,niepoortpro..,1
7755,diferenca...,1
7756,achado,1
7757,#quarentenes,1
7758,uai,1
7759,bloch,1
7760,....niepoort,1
7761,simone,1
7762,ness..,1
7763,147,1
7764,dela#perguntacorona..,1
7765,fazermos,1
7766,alimento?,1
7767,?vinho,1
7768,pezinhos,1
7769,segmento,1
7770,aproveitam,1
7771,galeravamos,1
7772,??hoje:-,1
7773,#ficapyonglee..,1
7774,aqui!#ficapyonglee,1
7775,corre!!!,1
7776,votou?,1
7777,lazaro,1
7778,votar!!,1
7779,grite,1
7780,ramos,1
7781,espirros,1
7782,@fernandolulala,1
7783,fazendo..,1
7784,10...uma,1
7785,estampilho,1
7786,confinamento.saiba,1
7787,got,1
7788,casos!,1
7789,aleatorios,1
7790,??#corona..,1
7791,higienico...,1
7792,14barcelona,1
7793,@copelatendevoce,1
7794,tsunami,1
7795,blocos.#coronavirus,1
7796,??faca,1
7797,?antes,1
7798,"dia,mes,ano...morrer",1
7799,muito!?,1
7800,brasfoot,1
7801,jornalismo!,1
7802,anos..,1
7803,anjuu,1
7804,paga!,1
7805,?#coronavirusnobrasil,1
7806,burnham,1
7807,sus.planos,1
7808,privado..,1
7809,porta-voz,1
7810,chucro,1
7811,testagem,1
7812,#ebooks,1
7813,novelas:-,1
7814,virus?#covid19brasil,1
7815,bo,1
7816,stand,1
7817,ativou,1
7818,#01uma,1
7819,reboco,1
7820,prior!,1
7821,assolaram,1
7822,@voude99,1
7823,@riotgames,1
7824,facinho,1
7825,modificar,1
7826,#forabolsonaroeseubandodecriminosos,1
7827,@riotgamesbrasil,1
7828,#fortinet,1
7829,imunologico,1
7830,curticao,1
7831,ngfw,1
7832,indeter..,1
7833,fortigate,1
7834,#bolsonaro..,1
7835,tomba.agora,1
7836,contrario,1
7837,#amazonbr,1
7838,indignada,1
7839,#tercaligadajusticasdv#ficaemcasacaralho..,1
7840,areia-,1
7841,quebrar,1
7842,prio..,1
7843,vamp-,1
7844,restricoes,1
7845,emergencia.todo,1
7846,xingar,1
7847,"fundamental,vamos",1
7848,faz?,1
7849,passsar,1
7850,asiaticos,1
7851,momento!#ficaemcasacaralho..,1
7852,@rafaelnadal,1
7853,minasne..,1
7854,@combatenteu,1
7855,contadoras,1
7856,@jairmearrependi,1
7857,noticias!!!,1
7858,viagem-,1
7859,contrario!,1
7860,#belchior,1
7861,@blablacarbr,1
7862,qae,1
7863,necessidade!,1
7864,ped..,1
7865,plana,1
7866,hipocrisia,1
7867,operaria,1
7868,botaram,1
7869,#somosdomesmoplanetasem,1
7870,helena,1
7871,''nosso'',1
7872,deboas,1
7873,filho#forapyong#quarentena,1
7874,apreciem,1
7875,jato..,1
7876,'realmente,1
7877,#preparacao,1
7878,alim..,1
7879,cheguei!,1
7880,final..,1
7881,virus:a,1
7882,comerem,1
7883,entediante,1
7884,reclamei,1
7885,#quarentenacomlivros..,1
7886,protocolou,1
7887,presidente..,1
7888,#em,1
7889,deusmefree,1
7890,montada,1
7891,id..,1
7892,''#quarentena,1
7893,vo:,1
7894,@opasomsbrasil,1
7895,invade,1
7896,luiz:,1
7897,peculiaridade..,1
7898,????????????????????????????..,1
7899,tentei,1
7900,farca,1
7901,compratilhem#quarentena,1
7902,grecoamigaotodos,1
7903,@pomarcs,1
7904,eg..,1
7905,batistaantero,1
7906,??????#quartadetremurasdv..,1
7907,princesa'',1
7908,obrigaduuuuu,1
7909,????????#redebbb,1
7910,@g1poparte,1
7911,best,1
7912,durante..,1
7913,buenoleo,1
7914,#elenco,1
7915,gratuito!,1
7916,??quarentena??galvao,1
7917,protestos,1
7918,criancas?,1
7919,noticias.protejam-se,1
7920,criancas!#instadaily,1
7921,#quarantined,1
7922,coronavirus!!,1
7923,#home..,1
7924,#alimentacao,1
7925,eitaaa,1
7926,??#combateaocoronavirus,1
7927,#essemomentoemeu,1
7928,#ficaemcasacaralhoachei,1
7929,presidente!!!,1
7930,xiii..,1
7931,#tercadetremurasdv..,1
7932,pinheira,1
7933,renascer-,1
7934,suuuuper,1
7935,paises:,1
7936,aprendizagem,1
7937,visivel,1
7938,aposentado,1
7939,fofoqueiro,1
7940,delirando,1
7941,abando..,1
7942,sentar,1
7943,cristaos,1
7944,"46,2",1
7945,citou,1
7946,julio,1
7947,desenvolvidos,1
7948,kkkkkkkkkk..,1
7949,erva..,1
7950,qal,1
7951,#rj1,1
7952,#pedeprasairbolsonaro,1
7953,baglh,1
7954,bourbon,1
7955,#bolsonarcos#omitoeramito',1
7956,canoas,1
7957,??9.8..,1
7958,3647,1
7959,esmaltes,1
7960,54711,1
7961,crp,1
7962,enlouquecidos,1
7963,publ..,1
7964,psicologa,1
7965,#amolivros,1
7966,fifinha,1
7967,massinha,1
7968,estoques,1
7969,impactar..,1
7970,sair!'',1
7971,outfit,1
7972,#balancogeral,1
7973,''deem,1
7974,5.6sbt,1
7975,emocao,1
7976,flavio,1
7977,misero,1
7978,#bomdiaecia,1
7979,transformam,1
7980,isentou,1
7981,preocupante,1
7982,anti-jogo,1
7983,5.2band,1
7984,delegado,1
7985,cacete#quarentena,1
7986,nervosa,1
7987,#jogoaberto,1
7988,''auto,1
7989,apresentadora:,1
7990,3.6#audiencias,1
7991,passar.''#coronavirus,1
7992,esse?#perguntacorona,1
7993,tepedino,1
7994,amassar,1
7995,apoiadores,1
7996,quentinha,1
7997,'ou,1
7998,#socorro,1
7999,????????????...#quarentena,1
8000,on..,1
8001,casa.#foracoranvirus,1
8002,office.confira,1
8003,frequencia!#perguntacorona..,1
8004,#igtv,1
8005,sofrer..,1
8006,adepta,1
8007,violentar,1
8008,bagunca,1
8009,deverao,1
8010,alco..,1
8011,ajude..,1
8012,[17,1
8013,diabeticos,1
8014,inteira...,1
8015,area??#fiqueemcasa,1
8016,corra,1
8017,offce?,1
8018,alma?????#stpatricksday,1
8019,puro,1
8020,hipertensos,1
8021,seriao,1
8022,higienico????,1
8023,@alferdez,1
8024,reconstruiram,1
8025,portadores,1
8026,#respeitemopresidentepeco,1
8027,!!#vocenaoepresidentemais,1
8028,vozinhos,1
8029,mandatario,1
8030,pais.o,1
8031,mugiwaras??#coronavirusnobrasil,1
8032,''esqueceram'',1
8033,aderimos,1
8034,ajudar.?3067,1
8035,casa[17,1
8036,coisafazer,1
8037,pesando,1
8038,voce?vamos,1
8039,aguarde,1
8040,#coranovirus,1
8041,#apocalisse,1
8042,outro??nesse,1
8043,besteira!!!!!!!!!!!,1
8044,crianca..,1
8045,coisa...,1
8046,30kg,1
8047,#onepiece,1
8048,mensagem!!!!lavem,1
8049,advogado,1
8050,bu..,1
8051,caralho#quarentena#ficaemcasacaralho,1
8052,.#fiqueemcasa,1
8053,"familias,cozinhar,cui..",1
8054,"casas,ficarem",1
8055,desigualdade,1
8056,fundamentalistas,1
8057,discursinho,1
8058,global,1
8059,ape,1
8060,espirituosa,1
8061,bronze,1
8062,restritos.?#coronavirus,1
8063,lua,1
8064,recebido,1
8065,"fas,..",1
8066,s?o,1
8067,utilitarismo,1
8068,encostar,1
8069,am,1
8070,legendeu,1
8071,olhado,1
8072,filme..,1
8073,escolha..,1
8074,frescuras,1
8075,incentive,1
8076,bairr..,1
8077,duvida!a,1
8078,ferimento,1
8079,calo,1
8080,estourou,1
8081,arranhao,1
8082,quarentena#corona,1
8083,#pyong,1
8084,@ellencpmoraes,1
8085,rastro,1
8086,malia,1
8087,malia!,1
8088,??pra,1
8089,leveza,1
8090,esperancosa,1
8091,hope,1
8092,valley!,1
8093,??ja,1
8094,assist..,1
8095,ibge,1
8096,gel..,1
8097,''fantasia'',1
8098,beats,1
8099,#iorestoacasa..,1
8100,cebola?,1
8101,#quarentenai,1
8102,#movie2,1
8103,@sammytcf,1
8104,rua!..,1
8105,whatsapp???,1
8106,preconceito,1
8107,posicionando,1
8108,#covid2019?,1
8109,morri,1
8110,carl,1
8111,ellie#quarentena,1
8112,#ficadica,1
8113,#movie3,1
8114,#quarentenahow,1
8115,endspesquisei,1
8116,'fim,1
8117,mundo',1
8118,esportivos#quarentena,1
8119,#fiquememcasacaralho..,1
8120,nao.#coronavirus,1
8121,@maisa,1
8122,????..#covid2019,1
8123,solidariedade????????????siga,1
8124,????de,1
8125,rt#fiqueemcasa,1
8126,#coronaviruspodematar@guimaraesliih..,1
8127,biscoitando,1
8128,brooklin,1
8129,tt:,1
8130,ferias!e,1
8131,surtada,1
8132,@bacelarbatista,1
8133,tlc,1
8134,@cecyfernandes,1
8135,ceus,1
8136,covir-19,1
8137,#fiqueatento#fique,1
8138,ligado#fiquelimpo#fiqueemcasa,1
8139,'voces,1
8140,''de,1
8141,pernas,1
8142,ar'',1
8143,ani..,1
8144,amigos...#coronavirusitalianews,1
8145,esquerdista,1
8146,inclusao,1
8147,deficiente,1
8148,mental.#inclusao,1
8149,#jairbolsonaro..,1
8150,#teamprior,1
8151,engracados,1
8152,1?agende,1
8153,defina,1
8154,reuniao2?,1
8155,mim:,1
8156,ambiente3?deixe,1
8157,bola:-,1
8158,baba!!!#tragico,1
8159,morcego...#coronavirus,1
8160,@marcosband,1
8161,@chaysuado,1
8162,@zvitu,1
8163,saibam,1
8164,#internet,1
8165,anticorpo,1
8166,lastimavel,1
8167,@realves135,1
8168,sobrinha:,1
8169,@safocerdeira171,1
8170,@laurosergio01,1
8171,@nevesclaudia213,1
8172,@eocaco..,1
8173,#23bpm,1
8174,autoestrada..,1
8175,ne?!,1
8176,??tambem,1
8177,aderi,1
8178,#desenvolvimentopessoal,1
8179,gratuito..,1
8180,????????#ler,1
8181,insonia!#quarentena,1
8182,brinquedoteca,1
8183,sindico,1
8184,pesquisar#quarentena,1
8185,ch..,1
8186,jururu,1
8187,chuviscar..,1
8188,pastel,1
8189,feira#quarentena,1
8190,#quarantineparty,1
8191,file,1
8192,anchova,1
8193,empanado,1
8194,hoje?'',1
8195,promocoes,1
8196,eleito,1
8197,''tia,1
8198,@maickw,1
8199,campanhalibere,1
8200,trate,1
8201,sabaosabonete,1
8202,bexiga,1
8203,@sabesp,1
8204,esforcada,1
8205,identifica!?,1
8206,??????.#quarentena,1
8207,barbara,1
8208,d'oeste,1
8209,brasilos,1
8210,consideracao,1
8211,13.979,1
8212,anos.fiquem,1
8213,delibera,1
8214,#bored,1
8215,#borentine,1
8216,#beach,1
8217,#summerdays,1
8218,imbe,1
8219,legal?,1
8220,correntes,1
8221,roubei,1
8222,@anaantonellooo,1
8223,pudessem,1
8224,elogio,1
8225,relacionado,1
8226,sintoma..,1
8227,substituido,1
8228,6-,1
8229,@carlo,1
8230,33meses,1
8231,experi..,1
8232,lavarmos,1
8233,quarentena:''ja,1
8234,#concienciasocial,1
8235,explicacoes,1
8236,esports,1
8237,#fiqueemcasa!ac..,1
8238,inseguranca,1
8239,indic..,1
8240,@ue,1
8241,gabreu,1
8242,@guibitt,1
8243,atacando,1
8244,pay,1
8245,@quedmad???segundo,1
8246,#joaodonato,1
8247,#flordemaracuja..,1
8248,????alguma,1
8249,estranhos,1
8250,microondas,1
8251,enfrenta..,1
8252,inovar?criatividade,1
8253,solucao!#fiqueemcasa,1
8254,#onmyblock,1
8255,@srpetter,1
8256,correto?resposta,1
8257,#personaltrainer,1
8258,#personalclass,1
8259,#fithoneoffice,1
8260,#umportodosetodosporum,1
8261,#nowplaying,1
8262,fortalezense,1
8263,comprovava,1
8264,:#coronavirusnobrasil,1
8265,#fiqueemcasacovid19,1
8266,@jairbolsonaro!,1
8267,semi,1
8268,pagodinhos,1
8269,cubiculo,1
8270,#portugal!,1
8271,@govpt,1
8272,abracado,1
8273,representantes,1
8274,farao?,1
8275,rpz,1
8276,infectanto,1
8277,confir..,1
8278,"gente,eu",1
8279,chapa,1
8280,2call,1
8281,battlefild,1
8282,ag..,1
8283,cozinhado,1
8284,rango,1
8285,cheiroso,1
8286,kkkkkkmmm#quarentena,1
8287,testagens!,1
8288,competicoes,1
8289,governo!,1
8290,einstein,1
8291,diagnosticado,1
8292,"leve,..",1
8293,reallyt,1
8294,riscala,1
8295,rasguei,1
8296,salario.#coronavirusbrasil,1
8297,kaka,1
8298,lampadas,1
8299,compraremos,1
8300,antigos!,1
8301,deixe-a,1
8302,paga..,1
8303,saude:,1
8304,alimente-se,1
8305,motora,1
8306,#parasita,1
8307,bema,1
8308,consegue..,1
8309,#mobile..,1
8310,#quarentena:questionando,1
8311,torre,1
8312,parara,1
8313,melhor:,1
8314,@nadjapm,1
8315,@lacasa,1
8316,depapel,1
8317,desempenho,1
8318,adiantada,1
8319,#quarentenaajuda,1
8320,concretizacao,1
8321,industria,1
8322,dispostas,1
8323,presidente-lixo!,1
8324,tambem....#quarentena,1
8325,??esse,1
8326,#bolsonarocriminoso,1
8327,torando,1
8328,contagioso!,1
8329,minecraft,1
8330,?????@henriqueaow,1
8331,pariu#elite3,1
8332,view,1
8333,hastag:,1
8334,favor.#coronavirusnobrasil,1
8335,#futfemscp,1
8336,#stayathomeneste,1
8337,seguramente,1
8338,seguranca:,1
8339,carlyn,1
8340,#supermercado,1
8341,lembrei-me,1
8342,conselhos,1
8343,#fiqueemcasa#compartilhe,1
8344,?matrix?,1
8345,reve..,1
8346,casos.#fiqueemcasa,1
8347,0311,1
8348,ausencia!,1
8349,temia!2020,1
8350,pl..,1
8351,?????#combateaocoronavirus,1
8352,sabado?,1
8353,thaissa:,1
8354,previnam-se,1
8355,#coronavirusnobrasil.entao,1
8356,lavam,1
8357,cubram,1
8358,utili..,1
8359,logo.#fiqueemcasa..,1
8360,brisa,1
8361,abala,1
8362,apartir,1
8363,brisa..,1
8364,@carlyn,1
8365,#corona#forabolsonaro,1
8366,prefere?,1
8367,interrompe,1
8368,barulhinho,1
8369,''voce,1
8370,guias,1
8371,guar..,1
8372,amadah,1
8373,espirro...,1
8374,#chinavirus..,1
8375,passaropreso,1
8376,simmm,1
8377,fortalece,1
8378,#bbb.estao,1
8379,parceiroa,1
8380,situacoes...ate,1
8381,@perfumariaphebo,1
8382,vazia.resultado,1
8383,trends,1
8384,#summertime,1
8385,#summerlovers,1
8386,#prevencao..,1
8387,metro.claramente,1
8388,se,1
8389,#doacaodesangue..,1
8390,8956,1
8391,mulas,1
8392,conclamando,1
8393,''greve,1
8394,internet''..,1
8395,homie,1
8396,05:40,1
8397,organizada,1
8398,aplic..,1
8399,quarentena...minhas,1
8400,negligencia,1
8401,horror,1
8402,brasil!#coronavirusnobrasil,1
8403,aiiii,1
8404,tarde???eu,1
8405,tombooooo,1
8406,'19:40gustavo,1
8407,#quatentena..,1
8408,braitt,1
8409,alterou,1
8410,''#homeoffice'',1
8411,''#forapyong''',1
8412,caseiro..,1
8413,print,1
8414,casa!!!!!!!!,1
8415,sanitizer,1
8416,confirmacao,1
8417,hand,1
8418,@gabrielazevedo..,1
8419,pre-apocalipse,1
8420,contrai,1
8421,turista,1
8422,montado,1
8423,#uberlandia..,1
8424,familias?a,1
8425,fugiu,1
8426,interceptado..,1
8427,preso!,1
8428,cometeria,1
8429,barbaridade,1
8430,concretos,1
8431,andre,1
8432,noias,1
8433,?fabricantes?,1
8434,comprei?..,1
8435,reflit..,1
8436,devera,1
8437,medica...,1
8438,convidei,1
8439,quarentena:nesse,1
8440,riverdale,1
8441,diem!#fiqueemcasa?????????..,1
8442,'daqui,1
8443,''powerpoint'',1
8444,setinhas,1
8445,corvid19,1
8446,bolao:,1
8447,%,1
8448,hoje?#fiqueemcasa,1
8449,???#flamengo#fiqueemcasa,1
8450,ceder,1
8451,fe!carpe,1
8452,quarta-feira!,1
8453,pequena,1
8454,desestressar....,1
8455,todos#fiqueemcasa,1
8456,@exame,1
8457,foz,1
8458,paraguai,1
8459,fecharam,1
8460,hipocrita,1
8461,atropelada,1
8462,empregado..,1
8463,denunciem,1
8464,esperado.#quarentena..,1
8465,@estadaoeconomia,1
8466,"dele,..",1
8467,okcaderno,1
8468,vc!#quarentena,1
8469,okingles,1
8470,'atencao,1
8471,@voegoloficial,1
8472,1-sac,1
8473,paranoia..e,1
8474,atende,1
8475,2-site,1
8476,3-resolucao,1
8477,mpf,1
8478,respeitada,1
8479,4-entendimento,1
8480,juridico..,1
8481,ofereceram,1
8482,frente...,1
8483,hidratadinho,1
8484,mas...seguimos,1
8485,arrumadinhos,1
8486,chamei,1
8487,aglomeracoes!..,1
8488,valorizam,1
8489,hahahhagaga,1
8490,como...?..,1
8491,02#quarentena,1
8492,@igornolascorm,1
8493,#kungfu,1
8494,chun,1
8495,filosofo,1
8496,okbiblia,1
8497,gerente,1
8498,sid..,1
8499,#fiqueemcasaquando,1
8500,guarde.repost,1
8501,sjesusthiago,1
8502,burguesia,1
8503,certissimo!,1
8504,"alto,diante",1
8505,emprestar,1
8506,vendedores,1
8507,tornaram,1
8508,@thepracticaldev,1
8509,contam?,1
8510,#stpatricksday,1
8511,#dropkickmurphys,1
8512,postamos,1
8513,@evencard.conciliacao,1
8514,esperanca..,1
8515,nuvem,1
8516,diahoje,1
8517,43s,1
8518,2:45,1
8519,habilita,1
8520,10,1
8521,drama...como,1
8522,publicar..,1
8523,remarcados,1
8524,acordaste,1
8525,mulher?que,1
8526,bom#fiqueemcasa,1
8527,ore,1
8528,jumentoschamem,1
8529,wing,1
8530,hojeque,1
8531,meditar,1
8532,vazia#quarentena,1
8533,hands...lava,1
8534,tus,1
8535,manos...lavem,1
8536,maos...#fiqueemcasa,1
8537,virus''o,1
8538,aperf..,1
8539,trazem,1
8540,conturbados,1
8541,ca!,1
8542,karalhiu!,1
8543,restauracao,1
8544,fica:..,1
8545,'episodios,1
8546,apreensao,1
8547,lembram,1
8548,''coherence'',1
8549,jupiter,1
8550,voces???,1
8551,ontem..,1
8552,@luceromexico,1
8553,ebaaaaaa!!!lucero,1
8554,prece...ansiosa,1
8555,tio,1
8556,cristalinas,1
8557,14li,1
8558,rainha...#quarentena,1
8559,instagran..,1
8560,fecharmos,1
8561,xinguei,1
8562,wash,1
8563,our..,1
8564,necessario.devemos,1
8565,carteira,1
8566,iniciamos,1
8567,bermudinha,1
8568,influenciavel,1
8569,fashion,1
8570,next,1
8571,bacanas,1
8572,precavendo,1
8573,relacionamentos,1
8574,elucidativa,1
8575,atuais:e,1
8576,videoooooo,1
8577,#newcoronavirus,1
8578,#sampa,1
8579,vani,1
8580,#sampacity..,1
8581,#stayhome#prevencao,1
8582,contam?#babu,1
8583,#babusantana,1
8584,disponibilizaram,1
8585,#babufica..,1
8586,formei,1
8587,paredoes,1
8588,pontos.via,1
8589,@obuxixo..,1
8590,livrarias,1
8591,#hope?,1
8592,independentes!,1
8593,maconha.#quarentena,1
8594,prateleira,1
8595,whatsap..,1
8596,tamanhos.??aquisicoes,1
8597,afins.en..,1
8598,incapazes,1
8599,hobbit!eu,1
8600,cho..,1
8601,@gigantesempre,1
8602,@jouberth19,1
8603,leitinho,1
8604,opinar,1
8605,cristiano,1
8606,23h57,1
8607,'''pyong,1
8608,fora!''#forapyong,1
8609,??????????????????????,1
8610,vip,1
8611,!..#quarentena,1
8612,#fit,1
8613,#serieetv,1
8614,apagar,1
8615,victorafael,1
8616,#seriados,1
8617,#digitalinfluencer#instagram..,1
8618,usuarios?#tinder,1
8619,fronteiras!!!!,1
8620,radicais!!!,1
8621,tramar,1
8622,gold,1
8623,!!!!#quarentena,1
8624,!!!!!!uouuuu,1
8625,@ariamameira,1
8626,@tinderbrasil,1
8627,paulo#coronavirusnobrasil,1
8628,continua..,1
8629,batcaverna,1
8630,transformou,1
8631,montou,1
8632,#brasileiros,1
8633,#telecinepipoca..,1
8634,#comemorecomsaude,1
8635,cansei-me,1
8636,#bemcomum,1
8637,#braganca..,1
8638,#previna-se,1
8639,recolha-se!,1
8640,reunioes:parem,1
8641,proporcionar,1
8642,escute,1
8643,povos!,1
8644,@felippe,1
8645,hermes,1
8646,imediato,1
8647,mais...,1
8648,green,1
8649,curry,1
8650,a!,1
8651,sanguineo,1
8652,mucci,1
8653,virus#coronavirus#quarentena#euficoemcasa,1
8654,@oisdaan,1
8655,junior?,1
8656,toker!,1
8657,#pedroogata,1
8658,#perfilnovo,1
8659,#semcorona..,1
8660,#memesbr,1
8661,sempre!#coronavirusbrazil,1
8662,incriveis!..,1
8663,#ifistay,1
8664,@mariarita,1
8665,pantera,1
8666,fernando,1
8667,negra????#coronavirusnobrasil,1
8668,#rdrj,1
8669,@pmerj:,1
8670,sua!..,1
8671,chutar,1
8672,'2,1
8673,quarentena''como,1
8674,nascem,1
8675,formigas?''#quarentena',1
8676,#coronachallenge,1
8677,gentoo,1
8678,@haddad,1
8679,linux,1
8680,#linux,1
8681,guardados,1
8682,"maca,cenoura,gengibre",1
8683,beterraba,1
8684,perfeito!,1
8685,amarra,1
8686,encontrar..,1
8687,falado????#ficaemcasa,1
8688,????????se..,1
8689,descalcos,1
8690,webfesta,1
8691,rodolfovieira89,1
8692,bregafunk,1
8693,@jacaremma,1
8694,sua!,1
8695,catastrofe,1
8696,eminente,1
8697,pegavisao:,1
8698,cumprimento,1
8699,diminuimos,1
8700,aumentamos,1
8701,colchao,1
8702,apia,1
8703,gavea,1
8704,:#tedio,1
8705,#gamerlife,1
8706,policiamento,1
8707,#upprocinha,1
8708,#vamosprevenirriodejaneiroa,1
8709,letalidade,1
8710,#quartavanguardasdv,1
8711,alkingeu,1
8712,flu,1
8713,propaga.sao,1
8714,pulp,1
8715,fiction,1
8716,guarana,1
8717,??#quarentena..,1
8718,??destaques,1
8719,g8!,1
8720,@fabimxtattoo,1
8721,fetal,1
8722,revirando..,1
8723,concentrar,1
8724,parando..,1
8725,eliminad..,1
8726,wakanda:,1
8727,pediatra,1
8728,#depernasproar3,1
8729,perdizes,1
8730,#beyonce,1
8731,antecipe,1
8732,gelou,1
8733,dengue!,1
8734,batendo..,1
8735,condizem,1
8736,saberemos,1
8737,rendi,1
8738,#pyong#bbb,1
8739,ven..,1
8740,#vamosprevenirriodejaneiropoliciais,1
8741,#uppjacarezinho,1
8742,quarentena...o,1
8743,drive,1
8744,angelo,1
8745,travess..,1
8746,lembrarem,1
8747,percentagens.quem,1
8748,levamos..,1
8749,#like4likes,1
8750,atentos!!!,1
8751,#likeforlikes,1
8752,redobrados,1
8753,#sophia,1
8754,intei..,1
8755,vidas.#vasco?#fiqueemcasa#combateaocoronavirus,1
8756,casa.sua,1
8757,obviamente,1
8758,amoooo,1
8759,quarentena.os,1
8760,9meu,1
8761,corpo?,1
8762,maravilhosas,1
8763,frequentado,1
8764,???????.quem,1
8765,holanda,1
8766,particular,1
8767,integral..,1
8768,#redebbbnao,1
8769,play..,1
8770,bocas,1
8771,embarcou,1
8772,??3,1
8773,24h.comecou,1
8774,#proclubs,1
8775,brasil.#fiqueemcasa,1
8776,#tem,1
8777,woody,1
8778,campo!,1
8779,amigo...,1
8780,curtinhas,1
8781,qlqr,1
8782,cantillo,1
8783,limera10!,1
8784,apago,1
8785,bj,1
8786,ikeda,1
8787,app!,1
8788,localizacao,1
8789,aume..,1
8790,anta,1
8791,wada,1
8792,mao!,1
8793,whereabout,1
8794,totos:,1
8795,#playstation,1
8796,observado,1
8797,divorcios,1
8798,comemos,1
8799,tinder?,1
8800,dias.?????????,1
8801,ortopedista,1
8802,sex..,1
8803,#socorr,1
8804,nocao??a,1
8805,quarentenar,1
8806,cancelamos,1
8807,bozo..,1
8808,opte,1
8809,criticos!!!,1
8810,ajudado,1
8811,welling21,1
8812,#depernasproar,1
8813,@ton,1
8814,ama.#fiqueemcasa,1
8815,subnotificacao,1
8816,terminal,1
8817,frenetica,1
8818,aparicao,1
8819,caracteristico,1
8820,'sai,1
8821,atendente,1
8822,fabricas,1
8823,desinteressante,1
8824,fenomeno,1
8825,''leiloando'',1
8826,eliminacao,1
8827,ordens..,1
8828,dancas,1
8829,#fiiquememcasa,1
8830,oporrunidade,1
8831,r.e.m,1
8832,deix,1
8833,lugares??,1
8834,refletir...??????,1
8835,c.s.#respeitemaquarentena#fiqueemcasa,1
8836,#evitepandemonia,1
8837,audiovisual,1
8838,reclamam,1
8839,amsterda,1
8840,cantam,1
8841,jane..,1
8842,650,1
8843,#coronavirus.nunca,1
8844,preocupamos,1
8845,escadao,1
8846,alemao,1
8847,#maravilhoso,1
8848,#lacrador,1
8849,????????????????????????????????,1
8850,@ocleidson,1
8851,kkkk#pyong,1
8852,ganhando.#dragqueen,1
8853,#dindrybuck,1
8854,#glamourizeseuevento,1
8855,#dindry..,1
8856,detectado,1
8857,monitorar,1
8858,'''academia?!,1
8859,doidona,1
8860,#foryou,1
8861,casa!!!#todoscontraocoronavirus,1
8862,cores,1
8863,warzonegalera,1
8864,unive..,1
8865,aba,1
8866,levanto,1
8867,40toes,1
8868,infeliz,1
8869,desculpem#quarentena..,1
8870,diverte!,1
8871,sons?,1
8872,seria:,1
8873,???????????????????#quarentena,1
8874,#novo,1
8875,@elerainbowsweet,1
8876,#dannsilva,1
8877,#musicanova..,1
8878,english,1
8879,????????????fiquem,1
8880,#01a,1
8881,alan,1
8882,moore,1
8883,2017o,1
8884,normalmente.meu,1
8885,pai:,1
8886,deus.#quarentena,1
8887,#coronavirusdia,1
8888,insuficiente.?..,1
8889,impressionante!,1
8890,cristalina:,1
8891,pergunta:,1
8892,#togetherathome..,1
8893,#it,1
8894,segundos,1
8895,bacana!,1
8896,solar!o,1
8897,@udemy,1
8898,homem!,1
8899,pior..,1
8900,destemidas,1
8901,poxa..,1
8902,em:-,1
8903,dormir-,1
8904,comer-,1
8905,~..,1
8906,liberamos,1
8907,pagando-a,1
8908,periodo.assim,1
8909,preservamos..,1
8910,sodio,1
8911,potassio,1
8912,#isolamentosocial#quarentenagoverno,1
8913,amanha..,1
8914,out..,1
8915,apagada,1
8916,jr,1
8917,estacoes,1
8918,plane,1
8919,burra,1
8920,?olho,1
8921,pergunto:,1
8922,?de,1
8923,socorro??,1
8924,@netflixanz,1
8925,r$21.99,1
8926,apaixonado,1
8927,lost,1
8928,body,1
8929,gel#quartadetremurasdv,1
8930,drogon..,1
8931,tenim,1
8932,sonora,1
8933,amava,1
8934,ganha..,1
8935,#quedatacasa,1
8936,#imstayinghome..,1
8937,tombo,1
8938,amazoquando,1
8939,msnao,1
8940,#sus..,1
8941,52,1
8942,quarentena.liga,1
8943,nascer,1
8944,'''',1
8945,radicais,1
8946,brigadeiro.#stayathome,1
8947,laricado,1
8948,vendos,1
8949,lutinha,1
8950,cuidessem,1
8951,8:,1
8952,#1telagratis,1
8953,??estamos,1
8954,facil!..,1
8955,isola,1
8956,#vaiquecola,1
8957,*jockstrap,1
8958,pump!*,1
8959,disponibilidade,1
8960,jo,1
8961,escolheria,1
8962,francesa,1
8963,escolheria???eu,1
